name	gender	meaning
Charity	From the English word charity, ultimately derived from Late Latin caritas meaning "generous love", from Latin carus "dear, beloved". Caritas was in use as a Roman Christian name. The English name Charity came into use among the Puritans after the Protestant Reformation.	1
Charlemagne	From Old French Charles le Magne meaning "CHARLES the Great". This is the name by which the Frankish king Charles the Great (742-814) is commonly known.	0
Charles	From the Germanic name Karl, which was derived from a Germanic word meaning "man". However, an alternative theory states that it is derived from the common Germanic element hari meaning "army, warrior".The popularity of the name in continental Europe was due to the fame of Charles the Great (742-814), commonly known as Charlemagne, a king of the Franks who came to rule over most of Europe. It was subsequently borne by several Holy Roman Emperors, as well as kings of France, Spain, Portugal, Sweden and Hungary. The name did not become common in Britain until the 17th century when it was carried by the Stuart king Charles I. It had been introduced into the Stuart royal family by Mary Queen of Scots, who had been raised in France.Famous bearers of the name include naturalist Charles Darwin (1809-1882) who revolutionized biology with his theory of evolution, novelist Charles Dickens (1812-1870) who wrote such works as 'Great Expectations' and 'A Tale of Two Cities', French statesman Charles de Gaulle (1890-1970), and American cartoonist Charles Schulz (1922-2000), the creator of the 'Peanuts' comic strip.	0
Charline	French feminine diminutive of CHARLES.	1
Charlize	Feminine form of CHARLES using the popular Afrikaans name suffix ize. This name was popularized by South African actress Charlize Theron (1975-), who was named after her father Charles.	1
Charlot	French diminutive of CHARLES.	0
Charlotta	Swedish variant of CHARLOTTE.	1
Charlotte	French feminine diminutive of CHARLES. It was introduced to Britain in the 17th century. A notable bearer was Charlotte Bronte (1816-1855), the eldest of the three Bronte sisters and the author of 'Jane Eyre' and 'Villette'.	1
Charlton	From a surname which was originally from a place name meaning "settlement of free men" in Old English.	0
Charmion	Greek name derived from χαρμα (charma) meaning "delight". This was the name of one of Cleopatra's servants, as recorded by Plutarch.	1
Charna	From a Slavic word meaning "black".	1
Charo	Spanish diminutive of ROSARIO.	1
Charon	Possibly means "fierce brightness" in Greek. In Greek mythology Charon was the operator of the ferry that brought the newly dead over the River Acheron into Hades.	0
Chatzkel	Yiddish form of EZEKIEL.	0
Chausiku	Means "born at night" in Swahili.	1
Chava	Hebrew form of EVE.	1
Chavaqquq	Biblical Hebrew form of HABAKKUK.	0
Chavdar	Derived from a Persian word meaning "leader, dignitary".	0
Chawwah	Biblical Hebrew form of EVE.	1
Chayim	Variant transcription of CHAYYIM.	0
Chayyim	Derived from the Hebrew word חַיִּים (chayyim) meaning "life". It has been used since medieval times.	0
Che	From an Argentine expression meaning "hey!". This nickname was acquired by the Argentine revolutionary Ernesto Guevara while he was in Cuba.	0
Chea	Means "healthy" in Khmer.	0
Chedomir	Macedonian form of ČEDOMIR.	0
Cheftzi-Bah	Ancient Hebrew form of HEPHZIBAH.	1
Chelo	Diminutive of CONSUELO.	1
Chelsey	Variant of CHELSEA.	1
Chen	From Chinese 晨 (chén) or 辰 (chén) which both mean "morning". The character 辰 also refers to the fifth Earthly Branch (7 AM to 9 AM) which is itself associated with the dragon of the Chinese zodiac. This name can be formed from other characters as well.	0
Chenaniah	Variant of KENANIAH used in several translations of the Old Testament.	0
Chenda	Means "thought, intellect" in Khmer.	1
Cheng	From Chinese 成 (chéng) meaning "completed, finished, succeeded" or 诚 (chéng) meaning "sincere, honest, true", as well as other characters which are pronounced similarly.	0
Chernobog	Means "the black god" from Slavic cherno "black" and bogu "god". Chernobog was the Slavic god of darkness, evil and grief.	0
Cherokee	Probably derived from the Creek word tciloki meaning "people of a different speech". This is the name of a Native American people who live in the east of North America.	0
Chesed	Means "mercy" in Hebrew.	0
Chestibor	Medieval Slavic form of CZCIBOR.	0
Chestirad	Possible medieval Slavic form of CTIRAD.	0
Chestislav	Medieval Slavic form of CZESŁAW.	0
Chetan	Means "visible, conscious, soul" in Sanskrit.	0
Chetana	Feminine form of CHETAN.	1
Chevonne	Anglicized form of SIOBHÁN.	1
Cheyenne	Derived from the Dakota word shahiyena meaning "red speakers". This is the name of a Native American people of the Great Plains. The name was supposedly given to the Cheyenne by the Dakota because their language was unrelated to their own. As a given name, it has been in use since the 1950s.	0
Chi  (1)	From Sino-Vietnamese 枝 (chi) meaning "branch".	1
Chi  (2)	Means "god, spirtual being" in Igbo, referring to the personal spiritual guardian that each person is believed to have. Christian Igbo people use it as a name for the personal Christian god. This can also be a short form of the many Igbo names that begin with this element.	0
Chí	From Sino-Vietnamese 志 (chí) meaning "will, spirit".	0
Chiamaka	Means "God is beautiful" in Igbo.	1
Chiara	Italian form of CLARA. Saint Chiara (commonly called Saint Clare in English) was a follower of Saint Francis of Assisi.	1
Chiarina	Diminutive of CHIARA.	1
Chibueze	Means "God is the king" in Igbo.	0
Chibuike	Means "God is strength" in Igbo.	0
Chibuzo	Means "God leads the way" in Igbo.	0
Chica	Diminutive of FRANCISCA.	1
Chichi	Diminutive of Igbo names beginning with the element Chi meaning "God".	1
Chico	Diminutive of FRANCISCO.	0
Chidi	Means "God exists" in Igbo. It is also a short form of Igbo names beginning with Chidi.	0
Chidiebere	Means "God is merciful" in Igbo.	0
Chidiebube	Means "God is glorious" in Igbo.	0
Chidiegwu	Means "God is wonderful" in Igbo.	0
Chidike	Means "God is strong" in Igbo.	0
Chidimma	Means "God is good" in Igbo.	1
Chidubem	Means "guided by God" in Igbo.	0
Chiemeka	Means "God has performed great deeds" in Igbo.	0
Chifundo	Means "mercy" in Chewa.	0
Chifuniro	Means "will, wish" in Chewa.	0
Chihiro	From Japanese 千 (chi) meaning "thousand" and 尋 (hiro) meaning "search, seek", as well as other kanji combinations.	1
Chijindum	Means "God holds my life" in Igbo.	0
Chika  (1)	Means "God is the greatest" in Igbo.	1
Chika  (2)	From Japanese 千 (chi) meaning "thousand", 智 (chi) meaning "wisdom, intellect" or 散 (chi) meaning "scatter" combined with 佳 (ka) meaning "good, beautiful" or 花 (ka) meaning "flower". Other kanji combinations are also possible.	1
Chikako	From Japanese 千 (chi) meaning "thousand", 香 (ka) meaning "fragrance" and 子 (ko) meaning "child". Other kanji combinations can be possible.	1
Chike	Means "God's power" in Igbo.	0
Chikelu	Variant of CHIKERE.	0
Chikere	Means "God created" in Igbo.	0
Chikondi	Means "love" in Chewa.	0
Chikumbutso	Means "memory" in Chewa.	0
Chima	Means "God knows" in Igbo.	0
Chimo	Catalan diminutive of JOAQUIM or JOAQUÍN.	0
Chimwemwe	Means "joy, pleasure" in Chewa.	0
Chin	Variant of JIN (using Wade-Giles transcription).	0
Chinasa	Means "God answers" in Igbo.	0
Chinatsu	From Japanese 千 (chi) meaning "thousand" and 夏 (natsu) meaning "summer", as well as other kanji combinations.	1
Chinedu	Means "God leads" in Igbo.	0
Chingis	Mongolian form of GENGHIS.	0
Chinonso	Means "God is nearby" in Igbo.	0
Chinwe	Means "God owns" in Igbo. It is also a short form of Igbo names beginning with Chinwe.	0
Chinweike	Means "God owns power" in Igbo.	0
Chinwendu	Means "God owns life" in Igbo.	0
Chinweuba	Means "God owns wealth" in Igbo.	0
Chinyelu	Variant of CHINYERE.	1
Chinyere	Means "God gave" in Igbo.	1
Chioma	Means "good God" in Igbo.	0
Chipo	Means "gift" in Shona.	1
Chiranjeevi	Variant transcription of CHIRANJIVI.	0
Chiranjivi	Means "long-lived, infinite" in Sanskrit.	0
Chisomo	Means "grace" in Chewa.	0
Chita	Short form of CONCHITA.	1
Chiumbo	Means "small" in Mwera.	0
Chiyembekezo	Means "hope" in Chewa.	0
Chiyo	From Japanese 千 (chi) meaning "thousand" combined with 代 (yo) meaning "generation" or 世 (yo) meaning "world". Other kanji combinations are possible.	1
Chiyoko	From Japanese 千 (chi) meaning "thousand" and 代 (yo) meaning "generation" and 子 (ko) meaning "child". Other combinations of kanji characters are possible.	1
Chizoba	Means "God protect us" in Igbo.	0
Chizqiyahu	Hebrew form of HEZEKIAH.	0
Chlodochar	Old Germanic form of LOTHAR.	0
Chlodovech	Old Germanic form of LUDWIG.	0
Chlodulf	Old Germanic form of LUDOLF.	0
Chloe	Means "green shoot" in Greek. This was an epithet of the Greek goddess Demeter. The name is also mentioned by Paul in one of his epistles in the New Testament. As an English name, Chloe has been in use since the Protestant Reformation.	1
Chloé	French form of CHLOE.	1
Chloris	Derived from Greek χλωρος (chloros) meaning "green". Chloris, in Greek mythology, was a minor goddess of vegetation.	1
Chlothar	Germanic form of LOTHAR.	0
Chlotichilda	Old Germanic form of CLOTILDE.	1
Cho	Variant transcription of CHOU.	1
Cholpon	Means "Venus (the planet)" in Kyrgyz.	1
Chou	From Japanese 蝶 (chou) meaning "butterfly".	1
Chouko	From Japanese 蝶 (chou) meaning "butterfly" and 子 (ko) meaning "child". Other kanji combinations can be possible.	1
Christ	Modern English form of CHRISTOS.	0
Christa	Short form of CHRISTINA.	1
Christel	German diminutive of CHRISTINE.	1
Christelle	French diminutive of CHRISTINE.	1
Christen	Variant of KRISTEN  (1).	0
Christer	Swedish and Danish diminutive of CHRISTIAN.	0
Christiaan	Dutch form of CHRISTIAN.	0
Christian	From the medieval Latin name Christianus meaning "a Christian" (see CHRISTOS). In England it has been in use since the Middle Ages, during which time it was used by both males and females, but it did not become common until the 17th century. In Denmark the name has been borne by ten kings since the 15th century. A famous bearer was Hans Christian Andersen (1805-1875), the Danish author of such fairy tales as 'The Ugly Duckling' and 'The Emperor's New Clothes'.	0
Christiana	Latin feminine form of CHRISTIAN.	1
Christiane	German and French feminine form of CHRISTIAN.	1
Christianus	Latin form of CHRISTIAN.	0
Christie  (2)	Scottish and Irish diminutive of CHRISTOPHER.	0
Christin	Variant of KRISTIN.	1
Christina	From Christiana, the Latin feminine form of CHRISTIAN. This was the name of an early, possibly legendary, saint who was tormented by her pagan father. It was also borne by a 17th-century Swedish queen and patron the arts who gave up her crown in order to become a Roman Catholic.	1
Christine	French form of CHRISTINA, as well as a variant in other languages.	1
Christmas	From the name of the holiday, which means "Christ festival".	0
Christoffel	Dutch form of KRISTOFFER.	0
Christoffer	Scandinavian variant of KRISTOFFER.	0
Christoforos	Modern Greek transcription of CHRISTOPHER.	0
Christoph	German form of CHRISTOPHER.	0
Christophe	French form of CHRISTOPHER.	0
Christopher	From the Late Greek name Χριστοφορος (Christophoros) meaning "bearing CHRIST", derived from Χριστος (Christos) combined with φερω (phero) "to bear, to carry". Early Christians used it as a metaphorical name, expressing that they carried Christ in their hearts. In the Middle Ages, literal interpretations of the name's etymology led to legends about a Saint Christopher who carried the young Jesus across a river. He has come to be regarded as the patron saint of travellers.As an English given name, Christopher has been in general use since the 15th century. In Denmark it was borne by three kings (their names are usually spelled Christoffer), including the 15th-century Christopher of Bavaria who also ruled Norway and Sweden. Other famous bearers include Italian explorer Christopher Columbus (1451-1506), English playwright Christopher Marlowe (1564-1593), and the fictional character Christopher Robin from A. A. Milne's 'Winnie-the-Pooh' books.	0
Christophorus	Latin form of CHRISTOPHER.	0
Christos	Means "anointed", derived from Greek χριω (chrio) "to anoint". This was a name applied to Jesus by early Greek-speaking Christians. It is a translation of the Hebrew word מָשִׁיחַ (mashiyach), commonly spelled in English messiah, which also means "anointed".	0
Christy  (2)	Scottish and Irish diminutive of CHRISTOPHER.	0
Chrysanthe	Feminine form of CHRYSANTHOS.	1
Chrysanthi	Modern Greek feminine form of CHRYSANTHOS.	1
Chrysanthos	Means "golden flower" from Greek χρυσεος (chryseos) "golden" combined with ανθος (anthos) "flower". This name was borne by a semi-legendary 3rd-century Egyptian saint.	0
Chryseis	Patronymic derived from CHRYSES. In Greek legend she was the daughter of Chryses, a priest of Apollo. After she was taken prisoner by the Greeks besieging Troy, Apollo sent a plague into their camp, forcing the Greeks to release her.	1
Chryses	Derived from Greek χρυσεος (chryseos) meaning "golden". In Greek mythology Chryses was the father of Chryseis, a woman captured by Agamemnon during the Trojan War.	0
Chryssa	Feminine form of CHRYSANTHOS.	1
Chucho	Spanish diminutive of JESÚS.	0
Chuks	Diminutive of Igbo names beginning with the element Chukwu meaning "God".	0
Chukwu	Derived from Igbo chi "god, spirtual being" and ukwu "great". In Igbo mythology Chukwu is the supreme god who created the universe. Christian Igbo people use this name for the Christian god.	0
Chukwudi	Variant of CHIDI, using Chukwu as the first element, which is the extended form of Chi meaning "God".	0
Chukwuemeka	Means "God has done something great" in Igbo.	0
Chukwuma	Variant of CHIMA, using Chukwu as the first element, which is the extended form of Chi meaning "God".	0
Chuldah	Biblical Hebrew form of HULDAH.	1
Chun	From Chinese 春 (chūn) meaning "spring (the season)" or other characters with a similar pronunciation.	0
Chus	Diminutive of JESÚS or JESUSA.	0
Chuy	Diminutive of JESÚS.	0
Cíntia	Portuguese form of CYNTHIA.	1
Ci̇han	Turkish form of JAHAN.	0
Ci̇hangi̇r	Turkish form of JAHANGIR.	0
Cian	Means "ancient" in Gaelic. This was the name of the mythical ancestor of the Cianachta in Irish legend. Cian was also the name of a son-in-law of Brian Boru.	0
Cianán	Diminutive of CIAN. This was the name of a 5th-century Irish saint.	0
Ciannait	Feminine form of CIAN.	1
Ciar	Derived from Irish ciar meaning "black".	0
Ciara  (1)	Feminine form of CIAR. Saint Ciara was an Irish nun who established a monastery at Kilkeary in the 7th century.	1
Ciara  (2)	Variant of SIERRA. Use of the name has perhaps been influenced by the brand of perfume called Ciara, which was introduced by Revlon in 1973.	1
Ciarán	Diminutive of CIAR. This was the name of two Irish saints: Saint Ciarán the Elder, the patron of the Kingdom of Munster, and Saint Ciarán of Clonmacnoise, the founder of a monastery in the 6th century.	0
Ciardha	Derived from Irish ciar "black".	0
Cibor	Variant of CZCIBOR.	0
Cibrán	Galician form of Cyprianus (see CYPRIAN).	0
Cicero	Roman cognomen which meant "chickpea" from Latin cicer. Marcus Tullius Cicero (known simply as Cicero) was a statesman, orator and author of the 1st century BC.	0
Cila	Slovene and Croatian diminutive of CECILIA.	1
Cili	Hungarian diminutive of CECILIA.	1
Cilka	Slovene diminutive of CECILIA.	1
Cilla	Diminutive of CECILIA.	1
Cille	Danish diminutive of CECILIA.	1
Cillín	Variant of CILLIAN.	0
Cillian	Probably from Gaelic ceall "church" combined with a diminutive suffix. This was the name of a 7th-century Irish saint who evangelized Franconia.	0
Cináed	Means "born of fire" in Gaelic. This was the name of the first king of the Scots and Picts (9th century). It is often Anglicized as Kenneth.	0
Cinderella	From the French name Cendrillon which means "little ashes". This is best known as the main character in the fairy tale 'Cinderella'.	1
Cinta	Means "love" in Indonesian.	1
Cintia	Spanish and Hungarian form of CYNTHIA.	1
Cinzia	Italian form of CYNTHIA.	1
Cionaodh	Modern Irish form of CINÁED.	0
Ciprian	Romanian form of Cyprianus (see CYPRIAN).	0
Cipriano	Italian, Spanish and Portuguese form of Cyprianus (see CYPRIAN).	0
Circe	Latinized form of Greek Κιρκη (Kirke), which possibly meant "bird". In Greek mythology Circe was a sorceress who changed Odysseus's crew into hogs but was forced by him to change them back.	1
Ciríaco	Portuguese form and Spanish variant of CYRIACUS.	0
Ciriaco	Italian and Spanish form of CYRIACUS.	0
Ciril	Slovene form of CYRIL.	0
Cirila	Slovene feminine form of CYRIL.	1
Cirillo	Italian form of CYRIL.	0
Cirino	Diminutive of CIRO.	0
Ciro	Italian and Spanish form of CYRUS.	0
Citlali	Means "star" in Nahuatl.	0
Citra	Means "image" in Indonesian, ultimately from Sanskrit.	1
Cláudia	Portuguese feminine form of CLAUDIUS.	1
Cláudio	Portuguese form of CLAUDIUS.	0
Claes	Swedish short form of NICHOLAS.	0
Clair	French form of Clarus (see CLARA).	0
Claire	French form of CLARA.	1
Clancy	From the Irish surname Mac Fhlannchaidh which means "son of Flannchadh". The Gaelic name Flannchadh means "red warrior".	0
Clara	Feminine form of the Late Latin name Clarus which meant "clear, bright, famous". The name Clarus was borne by a few early saints. The feminine form was popularized by the 13th-century Saint Clare of Assisi (called Chiara in Italian), a friend and follower of Saint Francis, who left her wealthy family to found the order of nuns known as the Poor Clares. As an English name it has been in use since the Middle Ages, originally in the form Clare, though the Latinate spelling Clara became more popular in the 19th century.	1
Claretta	Diminutive of CLARA.	1
Clarice	Possibly from a medieval French form of Claritia, a derivative of CLARA. It was brought to England in the Middle Ages.	1
Clarisa	Spanish form of CLARISSA.	1
Clarissa	Latinate form of CLARICE.	1
Clarisse	French form of CLARICE.	1
Claritia	Possibly a derivative of CLARA.	1
Clarus	Masculine Latin form of CLARA. This was the name of several early saints.	0
Claude	French masculine and feminine form of CLAUDIUS. In France the masculine name has been common since the Middle Ages due to the 7th-century Saint Claude of Besançon. It was imported to Britain in the 16th century by the aristocratic Hamilton family, who had French connections. A famous bearer of this name was the French impressionist painter Claude Monet (1840-1926).	0
Claudette	French feminine form of CLAUDIUS.	1
Claudia	Feminine form of CLAUDIUS. It is mentioned briefly in the New Testament. As a Christian name it was very rare until the 16th century.	1
Claudie	French feminine variant of CLAUDE.	1
Claudine	Feminine form of CLAUDIUS.	1
Claudio	Italian and Spanish form of CLAUDIUS.	0
Claudiu	Romanian form of CLAUDIUS.	0
Claudius	From a Roman family name which was possibly derived from Latin claudus meaning "lame, crippled". This was the name of a patrician family prominent in Roman politics. The ancestor of the family was said to have been a 6th-century BC Sabine leader named Attius Clausus, who adopted the name Appius Claudius upon becoming a Roman citizen. The family produced several Roman emperors of the 1st century, including the emperor known simply as Claudius. He was poisoned by his wife Agrippina in order to bring her son Nero (Claudius's stepson) to power. The name was later borne by several early saints, including a 7th-century bishop of Besançon.	0
Claus	German short form of NICHOLAS.	0
Clay	From an English surname that originally referred to a person who lived near or worked with clay. This name can also be a short form of CLAYTON.	0
Clémence	French feminine form of Clementius (see CLEMENT).	1
Clément	French form of Clemens (see CLEMENT).	0
Cledwyn	Derived from the Welsh element caled "rough" combined with gwyn "white, fair, blessed".	0
Cleena	Anglicized form of CLÍODHNA.	1
Cleisthenes	Latinized form of the Greek name Κλεισθενης (Kleisthenes), derived from κλεος (kleos) "glory" and σθενος (sthenos) "strength". This was the name of a 5th-century BC Athenian statesman and reformer. He helped establish democracy in Athens.	0
Cleitus	Latinized form of KLEITOS.	0
Clelia	Italian form of CLOELIA.	1
Clemens	Original Latin form of CLEMENT, as well as the German form.	0
Clement	English form of the Late Latin name Clemens (or sometimes of its derivative Clementius) which meant "merciful, gentle". This was the name of 14 popes, including Saint Clement I, the third pope, one of the Apostolic Fathers. Another saint by this name was Clement of Alexandria, a 3rd-century theologian and church father who attempted to reconcile Christian and Platonic philosophies. It has been in general as a given name in Christian Europe (in various spellings) since early times. In England it became rare after the Protestant Reformation, though it was revived in the 19th century.	0
Clemente	Italian and Spanish form of Clemens (see CLEMENT).	0
Clementia	Feminine form of Clemens or Clementius (see CLEMENT).	1
Clementina	Feminine form of CLEMENT.	1
Clementine	French feminine form of CLEMENT.	1
Clementius	Derivative of Clemens (see CLEMENT).	0
Cleon	Latinized form of Κλεων (Kleon), a Greek name derived from κλεος (kleos) "glory".	0
Cleopas	Shortened form of the Greek name Kleopatros (see CLEOPATRA). In the New Testament Cleopas is a disciple who sees Jesus after his resurrection.	0
Cleopatra	From the Greek name Κλεοπατρα (Kleopatra) which meant "glory of the father", derived from κλεος (kleos) "glory" combined with πατηρ (pater) "father" (genitive πατρος), This was the name of queens of Egypt from the Ptolemaic royal family, including Cleopatra VII, the mistress of both Julius Caesar and Mark Antony. After being defeated by Augustus she committed suicide by allowing herself to be bitten by an asp. Shakespeare's tragedy 'Antony and Cleopatra' (1606) is based on her.	1
Cleophas	Form of CLOPAS used in several versions of the New Testament.	0
Cleto	Short form of ANACLETO.	0
Clídna	Old Irish form of CLÍODHNA.	1
Clímaco	Spanish form of Climacus, derived from Greek κλιμαξ (klimax) "ladder". The 7th-century monk Saint John Climacus (also known as John of the Ladder) acquired this name because he wrote a book called 'The Ladder of Divine Ascent'.	0
Clíodhna	Possibly means "shapely" in Irish Gaelic. In Irish legend this was the name of a beautiful goddess. She fell in love with a mortal named Ciabhan and left the Land of Promise with him, but when she arrived on the other shore she was swept to sea by a great wave.	1
Clíona	Variant of CLÍODHNA.	1
Climacus	Latin form of CLÍMACO.	0
Climent	Catalan form of Clemens (see CLEMENT).	0
Clinton	From a surname which was originally from an Old English place name meaning "settlement on the River Glyme". A famous bearer of the surname was American president Bill Clinton (1946-).	0
Clio	Latinized form of KLEIO.	1
Clitus	Latinized form of KLEITOS.	0
Clodagh	From the name of a river in Tipperary, Ireland.	1
Clodovicus	Latinized form of Chlodovech (see LUDWIG).	0
Cloe	Spanish and Italian form of CHLOE.	1
Cloé	Portuguese form and French variant of CHLOE.	1
Cloelia	Feminine form of CLOELIUS. In Roman legend Cloelia was a maiden who was given to an Etruscan invader as a hostage. She managed to escape by swimming across the Tiber, at the same time helping some of the other captives to safety.	1
Cloelius	Roman family name of unknown meaning.	0
Clopas	Meaning unknown, probably of Aramaic origin. In the New Testament Clopas is mentioned briefly as the husband of one of the women who witnessed the crucifixion, sometimes identified with Alphaeus.	0
Clothilde	Variant of CLOTILDE.	1
Clothildis	Old Germanic form of CLOTILDE.	1
Clotho	Latinized form of KLOTHO.	1
Clotilde	French form of the Germanic name Chlotichilda which was composed of the elements hlud "fame" and hild "battle". Saint Clotilde was the wife of the Frankish king Clovis, whom she converted to Christianity.	1
Clovis	Shortened form of Clodovicus, a Latinized form of Chlodovech (see LUDWIG). Clovis was a Frankish king who united France under his rule in the 5th century.	0
Clyde	From the name of the River Clyde in Scotland, which is of unknown origin. It became a common given name in America in the middle of the 19th century, perhaps in honour of Sir Colin Campbell (1792-1863) who was given the title Baron Clyde in 1858.	0
Clytemnestra	Latinized form of Greek Κλυταιμνηστρα (Klytaimnestra), from κλυτος (klytos) "famous, noble" and μνηστηρ (mnester) "courter, wooer". In Greek legend Clytemnestra was the wife of Agamemnon and the mother of Orestes and Electra. While her husband was away during the Trojan War she took a lover, and upon his return she had him murdered. She was subsequently killed by Orestes.	1
Clytia	Latinized form of KLYTIË.	1
Cnaeus	Roman variant of GNAEUS.	0
Cnut	Variant of KNUT.	0
Cóemgein	Original Irish form of KEVIN.	0
Côme	French form of COSMAS.	0
Công	From Sino-Vietnamese 公 (công) meaning "fair, equitable, public".	0
Coba	Short form of JACOBA.	1
Cobus	Short form of JACOBUS.	0
Coby	Masculine or feminine diminutive of JACOB.	0
Cody	From the Gaelic surname Ó Cuidighthigh, which means "descendant of CUIDIGHTHEACH". A famous bearer of the surname was the American frontiersman and showman Buffalo Bill Cody (1846-1917).	0
Coeus	Latinized form of KOIOS.	0
Coilean	Irish form of CAILEAN.	0
Coinneach	Derived from Gaelic caoin "handsome". It is often Anglicized as Kenneth.	0
Cokkie	Dutch diminutive of CORNELIA.	1
Col	Medieval short form of NICHOLAS.	0
Cola	Old English byname meaning "charcoal", originally given to a person with dark features.	0
Coleman	Variant of COLMÁN.	0
Colette	Short form of NICOLETTE. Saint Colette was a 15th-century French nun who gave her money to the poor. This was also the pen name of the French author Sidonie-Gabrielle Colette (1873-1954).	1
Colin  (1)	Anglicized form of CAILEAN or COILEAN.	0
Coline	Short form of NICOLINE.	1
Colm	Variant of COLUM.	0
Colmán	Diminutive of Colm (see COLUM). This was the name of a large number of Irish saints.	0
Colobert	Germanic name composed of the elements col, possibly meaning "helmet", and beraht meaning "bright".	0
Colomba	Italian feminine form of COLUMBA.	1
Colombano	Italian form of COLUMBANUS.	0
Colombe	French feminine form of COLUMBA.	1
Colombina	Italian feminine diminutive of COLUMBA. In traditional Italian pantomimes this is the name of a stock character, the female counterpart of Arlecchino (also called Harlequin). This is also the Italian word for the columbine flower.	1
Colombo	Italian form of COLUMBA.	0
Colum	Irish form of COLUMBA. This is also an Old Irish word meaning "dove", derived from Latin columba.	0
Columba	Late Latin name meaning "dove". This was the name of several early saints both masculine and feminine, most notably the 6th-century Irish monk Saint Columba (or Colum) who established a monastery on the island of Iona off the coast of Scotland. He is credited with the conversion of Scotland to Christianity.	0
Columban	Possibly an Irish diminutive of COLUMBA. Alternatively, it may be derived from Old Irish colum "dove" and bán "white". The 7th-century Saint Columban of Leinster was the founder of several monasteries in Europe.	0
Columbanus	This name can be viewed as a derivative of COLUMBA or a Latinized form of COLUMBAN, both derivations being approximately equivalent. This is the name of Saint Columban in Latin sources.	0
Colwyn	From the name of a river in northern Wales.	0
Comgal	Variant of COMHGHALL.	0
Comgall	Variant of COMHGHALL.	0
Comgan	Anglicized form of COMHGHÁN.	0
Comhghán	Means "born together" from Irish comh "together" and gan "born".	0
Comhghall	Means "joint pledge" from Irish comh "together" and gall "pledge".	0
Conall	Means "strong wolf" in Gaelic. This is the name of several characters in Irish legend including the hero Conall Cernach ("Conall of the victories"), a member of the Red Branch of Ulster, who avenged Cúchulainn's death by killing Lugaid.	0
Conan	Means "little wolf" or "little hound" from Gaelic cú "wolf, hound" combined with a diminutive suffix. Sir Arthur Conan Doyle was the author who wrote the Sherlock Holmes mystery stories.	0
Concepción	Means "conception" in Spanish. This name is given in reference to the Immaculate Conception of the Virgin Mary. A city in Chile bears this name.	1
Concepta	Latinate form of CONCEPCIÓN.	1
Concetta	Italian cognate of CONCEPCIÓN.	1
Concettina	Diminutive of CONCETTA.	1
Concetto	Masculine form of CONCETTA.	0
Concha	Diminutive of CONCEPCIÓN. This name can also mean "seashell" in Spanish.	1
Conchita	Diminutive of CONCHA.	1
Conchobhar	Original Irish form of CONOR.	0
Conchúr	Modern Irish form of CONCHOBHAR.	0
Concordia	Means "harmony" in Latin. This was the name of the Roman goddess of harmony and peace.	1
Confucius	Anglicized form of the Chinese name Kong Fuzi. The surname 孔 (Kong) means "hole, opening" and the title 夫子 (Fuzi) means "master". This was the name of a 6th-century BC Chinese philosopher. His given name was Qiu.	0
Conlaoch	Possibly derived from Gaelic conn "chief" and flaith "lord". This was the name of several characters in Irish legend including a son of Cúchulainn who was accidentally killed by his father.	0
Conleth	Modern form of the old Irish name Conláed, possibly meaning "chaste fire" from Gaelic connla "chaste" and aodh "fire". Saint Conláed was a 5th-century bishop of Kildare.	0
Conley	Anglicized form of CONLETH.	0
Conn	Means "chief" in Irish Gaelic.	0
Connie	Diminutive of CONSTANCE and other names beginning with Con. It is occasionally a masculine name, a diminutive of CORNELIUS or CONRAD.	0
Connla	Variant of CONLAOCH.	0
Connor	Variant of CONOR.	0
Conor	Anglicized form of the Gaelic name Conchobhar which means "dog lover" or "wolf lover". It has been in use in Ireland for centuries and was the name of several Irish kings. It was also borne by the legendary Ulster king Conchobar mac Nessa, known for his tragic desire for Deirdre.	0
Conrad	Derived from the Germanic elements kuoni "brave" and rad "counsel". This was the name of a 10th-century saint and bishop of Konstanz, in southern Germany. It was also borne by several medieval German kings and dukes. In England it was occasionally used during the Middle Ages, but has only been common since the 19th century when it was reintroduced from Germany.	0
Conrado	Spanish form of CONRAD.	0
Conrí	Means "wolf king" in Irish Gaelic.	0
Consolata	Means "consoled" in Italian. It is taken from the title of the Virgin Mary, María Consolata.	1
Constância	Portuguese form of CONSTANTIA.	1
Constança	Portuguese form of CONSTANTIA.	1
Constance	Medieval form of CONSTANTIA. The Normans introduced this name to England (it was the name of a daughter of William the Conqueror).	1
Constans	Late Latin name meaning "constant, steadfast". This was the name of a 4th-century Roman emperor, a son of Constantine the Great.	0
Constant	From the Late Latin name CONSTANS. It was also used by the Puritans as a vocabulary name, from the English word constant.	0
Constanța	Romanian form of CONSTANTIA.	1
Constantia	Feminine form of the Late Latin name Constantius, which was itself derived from CONSTANS.	1
Constantijn	Dutch form of Constantinus (see CONSTANTINE).	0
Constantin	Romanian and French form of Constantinus (see CONSTANTINE).	0
Constantina	Feminine form of Constantinus (see CONSTANTINE).	1
Constantine	From the Latin name Constantinus, a derivative of CONSTANS. Constantine the Great (272-337) was the first Roman emperor to adopt Christianity. He moved the capital of the empire from Rome to Byzantium, which he renamed Constantinople (modern Istanbul).	0
Constantinus	Latin form of CONSTANTINE.	0
Constantius	Late Latin name which was a derivative of CONSTANS.	0
Constanza	Spanish form of CONSTANTIA.	1
